Entry	Status	Gene ontology (biological process)
Q9GYU8	reviewed	antimicrobial humoral response [GO:0019730]; mRNA export from nucleus [GO:0006406]; negative regulation of protein export from nucleus [GO:0046826]; protein export from nucleus [GO:0006611]; protein import into nucleus [GO:0006606]; ribosomal large subunit export from nucleus [GO:0000055]; ribosomal small subunit export from nucleus [GO:0000056]
Q9W3N6	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; Golgi vesicle docking [GO:0048211]; intracellular protein transport [GO:0006886]; membrane fusion [GO:0061025]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of imaginal disc-derived wing size [GO:0044719]; transcytosis [GO:0045056]; vesicle fusion with Golgi apparatus [GO:0048280]
Q9V3M9	unreviewed	cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; flagellated sperm motility [GO:0030317]; microtubule-based process [GO:0007017]
Q9V785	reviewed	anterior/posterior pattern specification [GO:0009952]; female germline ring canal formation [GO:0007301]; intracellular signal transduction [GO:0035556]; mesoderm development [GO:0007498]; muscle cell fate specification [GO:0042694]; muscle organ development [GO:0007517]; muscle organ morphogenesis [GO:0048644]; negative regulation of protein tyrosine kinase activity [GO:0061099]
Q9VAA1	unreviewed	intracellular signal transduction [GO:0035556]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
Q9VCE6	reviewed	dosage compensation [GO:0007549]; female sex determination [GO:0030237]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; mRNA methylation [GO:0080009]; mRNA splicing, via spliceosome [GO:0000398]; ovarian follicle cell development [GO:0030707]; primary miRNA methylation [GO:1990744]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of gene silencing [GO:0060968]; regulation of Notch signaling pathway [GO:0008593]; RNA methylation [GO:0001510]; sex determination [GO:0007530]; sex differentiation [GO:0007548]
Q9VCU7	reviewed	germarium-derived egg chamber formation [GO:0007293]; meiotic cell cycle [GO:0051321]; negative regulation of transposition, RNA-mediated [GO:0010526]; oogenesis [GO:0048477]; piRNA metabolic process [GO:0034587]; regulation of gene silencing by RNA [GO:0060966]
Q9VD71	unreviewed	
Q9VDG2	reviewed	multicellular organism development [GO:0007275]; positive regulation of GTPase activity [GO:0043547]; receptor-mediated endocytosis [GO:0006898]; regulation of Ras protein signal transduction [GO:0046578]; small GTPase mediated signal transduction [GO:0007264]
Q9VDS5	reviewed	cellular protein localization [GO:0034613]; imaginal disc-derived leg morphogenesis [GO:0007480]; negative regulation of actin filament polymerization [GO:0030837]; neuromuscular synaptic transmission [GO:0007274]; positive regulation of BMP secretion [GO:1900144]; positive regulation of GTPase activity [GO:0043547]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; regulation of actin cytoskeleton organization [GO:0032956]; signal transduction [GO:0007165]; subsynaptic reticulum organization [GO:1990255]
Q9VDV3	reviewed	mRNA transport [GO:0051028]; nucleocytoplasmic transport [GO:0006913]; protein transport [GO:0015031]
Q9VF37	unreviewed	reciprocal meiotic recombination [GO:0007131]; synaptonemal complex assembly [GO:0007130]
Q9VF72	unreviewed	
Q9VHG0	unreviewed	chromosome organization [GO:0051276]; mitotic cell cycle, embryonic [GO:0045448]; positive regulation of chromatin silencing at telomere [GO:0031940]; sperm chromatin condensation [GO:0035092]
Q9VHV1	unreviewed	translesion synthesis [GO:0019985]
Q9VL65	unreviewed	
Q9VLB2	unreviewed	
Q9VLJ8	reviewed	enzyme active site formation via cysteine modification to L-cysteine persulfide [GO:0018192]; molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; protein urmylation [GO:0032447]; tRNA thio-modification [GO:0034227]; tRNA wobble position uridine thiolation [GO:0002143]
Q9VML8	unreviewed	glial cell development [GO:0021782]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of fibroblast growth factor receptor signaling pathway [GO:0045743]; R7 cell development [GO:0045467]; signal transduction [GO:0007165]
Q9VMQ8	unreviewed	endocytic recycling [GO:0032456]; Golgi to vacuole transport [GO:0006896]; lysosomal transport [GO:0007041]; retrograde transport, endosome to Golgi [GO:0042147]
Q9VNK8	unreviewed	
Q9VPS5	reviewed	'de novo' protein folding [GO:0006458]; apoptotic mitochondrial changes [GO:0008637]; mitochondrion organization [GO:0007005]; protein import into mitochondrial intermembrane space [GO:0045041]; protein refolding [GO:0042026]; protein targeting to mitochondrion [GO:0006626]
Q9VQK1	unreviewed	RNA interference [GO:0016246]
Q9VR24	unreviewed	
Q9VR99	reviewed	dorsal/ventral axis specification [GO:0009950]; mRNA splicing, via spliceosome [GO:0000398]
Q9VRQ6	unreviewed	oligodendrocyte development [GO:0014003]
Q9VSB2	unreviewed	
Q9VT94	unreviewed	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9VUL2	unreviewed	positive regulation of mitochondrial translation [GO:0070131]
Q9VV90	unreviewed	
Q9VZQ7	unreviewed	
Q9W0V5	unreviewed	
Q9W289	unreviewed	Golgi organization [GO:0007030]; Golgi vesicle transport [GO:0048193]; positive regulation of dendrite morphogenesis [GO:0050775]
Q9W2J7	unreviewed	nervous system development [GO:0007399]
Q9W3K6	unreviewed	
Q9W3Z4	unreviewed	
Q9W403	unreviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]
Q9W4E0	unreviewed	
Q9W4I4	unreviewed	regulation of transcription by RNA polymerase II [GO:0006357]
Q9XYM0	reviewed	border follicle cell migration [GO:0007298]; ephrin receptor signaling pathway [GO:0048013]; imaginal disc fusion, thorax closure [GO:0046529]; myoblast fusion [GO:0007520]; phagocytosis, engulfment [GO:0006911]; positive regulation of JNK cascade [GO:0046330]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of GTPase activity [GO:0043087]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]
Q9Y103	reviewed	mRNA splicing, via spliceosome [GO:0000398]; spliceosomal complex disassembly [GO:0000390]
X2JDN0	unreviewed	adult walking behavior [GO:0007628]; central complex development [GO:0048036]; flight behavior [GO:0007629]; intracellular protein transport [GO:0006886]; mushroom body development [GO:0016319]; short-term memory [GO:0007614]
A0A0B4LH08	unreviewed	activation of GTPase activity [GO:0090630]; intracellular protein transport [GO:0006886]; regulation of GTPase activity [GO:0043087]
Q7JZZ3	unreviewed	
A0A0B7P9G0	unreviewed	cellular ion homeostasis [GO:0006873]
Q9VSY8	unreviewed	dsRNA transport [GO:0033227]; ER to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; vesicle-mediated transport [GO:0016192]
A0A0C4DHA6	unreviewed	locomotor rhythm [GO:0045475]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; response to light stimulus [GO:0009416]
Q9VCU8	unreviewed	
Q9VX24	unreviewed	mitotic cell cycle [GO:0000278]
Q9W255	unreviewed	mRNA splicing, via spliceosome [GO:0000398]
A0A0C4DHB0		
P49071	reviewed	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of cell size [GO:0045793]; protein phosphorylation [GO:0006468]; regulation of JNK cascade [GO:0046328]; response to salt stress [GO:0009651]
Q9V3G9	unreviewed	
Q9V468	reviewed	
Q9V4F4	unreviewed	cell development [GO:0048468]; mushroom body development [GO:0016319]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; regulation of apoptotic process [GO:0042981]; regulation of MAPK cascade [GO:0043408]; SMAD protein signal transduction [GO:0060395]
Q9VAU6	unreviewed	
Q9VSP8	unreviewed	negative regulation of translation [GO:0017148]
A0A0C4DHD7	unreviewed	cell adhesion [GO:0007155]; Rho protein signal transduction [GO:0007266]
A1ZBT3	unreviewed	
P02517	reviewed	chaperone-mediated protein folding [GO:0061077]; cold acclimation [GO:0009631]; determination of adult lifespan [GO:0008340]; protein refolding [GO:0042026]; response to heat [GO:0009408]
Q23993	unreviewed	compound eye development [GO:0048749]; establishment of planar polarity [GO:0001736]; gravitaxis [GO:0042332]; imaginal disc-derived wing morphogenesis [GO:0007476]; imaginal disc-derived wing vein specification [GO:0007474]; intracellular signal transduction [GO:0035556]; ommatidial rotation [GO:0016318]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]
Q24175	unreviewed	actomyosin contractile ring assembly [GO:0000915]; cellularization [GO:0007349]
Q4V5L1	unreviewed	
Q7KUU5	unreviewed	tissue regeneration [GO:0042246]
Q7KWG9	unreviewed	regulation of gene expression [GO:0010468]
Q9VK21	unreviewed	
Q9VV44	unreviewed	chitin-based cuticle development [GO:0040003]
Q9VYQ8	reviewed	chromatin silencing [GO:0006342]; histone deubiquitination [GO:0016578]; protein deubiquitination [GO:0016579]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of protein stability [GO:0031647]; ubiquitin-dependent protein catabolic process [GO:0006511]
A0A126GUP6	reviewed	melanization defense response [GO:0035006]; proteolysis [GO:0006508]; response to fungus [GO:0009620]
Q9VU13	unreviewed	
A0AQH0	unreviewed	proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
O61443	reviewed	cellular response to arsenic-containing substance [GO:0071243]; cellular response to cadmium ion [GO:0071276]; cellular response to organic substance [GO:0071310]; cellular response to reactive oxygen species [GO:0034614]; circadian rhythm [GO:0007623]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; determination of adult lifespan [GO:0008340]; heart morphogenesis [GO:0003007]; imaginal disc-derived wing morphogenesis [GO:0007476]; immune response [GO:0006955]; intracellular signal transduction [GO:0035556]; MAPK cascade [GO:0000165]; paracrine signaling [GO:0038001]; positive regulation of cell size [GO:0045793]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of protein phosphorylation [GO:0001934]; protein phosphorylation [GO:0006468]; reactive oxygen species metabolic process [GO:0072593]; regulation of adult chitin-containing cuticle pigmentation [GO:0048082]; regulation of BMP signaling pathway [GO:0030510]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of gene expression [GO:0010468]; regulation of innate immune response [GO:0045088]; regulation of terminal button organization [GO:2000331]; response to bacterium [GO:0009617]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to salt stress [GO:0009651]; response to starvation [GO:0042594]
Q0E8X9	unreviewed	proteolysis involved in cellular protein catabolic process [GO:0051603]
Q9VHG1	unreviewed	autophagosome maturation [GO:0097352]; cellular response to starvation [GO:0009267]; endosomal transport [GO:0016197]; endosomal vesicle fusion [GO:0034058]; endosome to lysosome transport [GO:0008333]; eye pigment granule organization [GO:0008057]; intracellular protein transport [GO:0006886]; lysosomal transport [GO:0007041]; negative regulation of Notch signaling pathway [GO:0045746]; regulation of SNARE complex assembly [GO:0035542]; vacuole organization [GO:0007033]
A0AVV3	unreviewed	multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]
O18404	reviewed	acyl-CoA metabolic process [GO:0006637]; androgen metabolic process [GO:0008209]; ecdysone metabolic process [GO:0008205]; estrogen metabolic process [GO:0008210]; fatty acid metabolic process [GO:0006631]; mitochondrial tRNA processing [GO:0090646]; RNA phosphodiester bond hydrolysis, endonucleolytic [GO:0090502]; steroid metabolic process [GO:0008202]
Q94901	reviewed	actin cytoskeleton organization [GO:0030036]; circadian rhythm [GO:0007623]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; eclosion [GO:0007562]; eclosion rhythm [GO:0008062]; embryo development ending in birth or egg hatching [GO:0009792]; locomotor rhythm [GO:0045475]; mitotic cell cycle [GO:0000278]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of eclosion [GO:0045804]; positive regulation of cytoplasmic translation [GO:2000767]; protein localization [GO:0008104]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of circadian rhythm [GO:0042752]; regulation of embryonic development [GO:0045995]
Q9VJN5	reviewed	dorsal/ventral axis specification [GO:0009950]; maternal specification of dorsal/ventral axis, oocyte, germ-line encoded [GO:0007311]; Toll signaling pathway [GO:0008063]
Q9VKM6	reviewed	histone acetylation [GO:0016573]; histone exchange [GO:0043486]; negative regulation of gene expression [GO:0010629]; regulation of transcription, DNA-templated [GO:0006355]
Q9VNF6	unreviewed	chromosome condensation [GO:0030261]; heterochromatin organization involved in chromatin silencing [GO:0070868]
A1A714	unreviewed	defense response to fungus [GO:0050832]; synaptic target recognition [GO:0008039]
Q9VIY9	unreviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]
