Entry	Status	Gene ontology (molecular function)
P35582	reviewed	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; double-stranded DNA binding [GO:0003690]; protein domain specific binding [GO:0019904]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
P40764	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; single-stranded RNA binding [GO:0003727]
P43241	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; double-stranded DNA binding [GO:0003690]; methyl-CpG binding [GO:0008327]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]
P43267	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]
P48432	reviewed	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; miRNA binding [GO:0035198]; protein heterodimerization activity [GO:0046982]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
P62515	reviewed	AT DNA binding [GO:0003680]; DNA-binding transcription factor activity [GO:0003700]; double-stranded DNA binding [GO:0003690]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
P63013	reviewed	DNA binding [GO:0003677]; HMG box domain binding [GO:0071837]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription coactivator activity [GO:0003713]
P70217	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; enhancer sequence-specific DNA binding [GO:0001158]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
P70321	reviewed	methyl-CpG binding [GO:0008327]; sequence-specific DNA binding [GO:0043565]
P70396	reviewed	DNA binding [GO:0003677]; HMG box domain binding [GO:0071837]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription regulatory region DNA binding [GO:0044212]
P70662	reviewed	chromatin binding [GO:0003682]; enhancer sequence-specific DNA binding [GO:0001158]; enzyme binding [GO:0019899]; LIM domain binding [GO:0030274]; protein homodimerization activity [GO:0042803]; protein self-association [GO:0043621]; RNA polymerase II activating transcription factor binding [GO:0001102]; transcription coregulator activity [GO:0003712]
P80206	reviewed	protein heterodimerization activity [GO:0046982]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
Q07424	reviewed	DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q08624	reviewed	activating transcription factor binding [GO:0033613]; distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; HMG box domain binding [GO:0071837]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q63934	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; promoter-specific chromatin binding [GO:1990841]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]
Q64317	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q8K284	reviewed	RNA polymerase III type 1 promoter sequence-specific DNA binding [GO:0001002]; RNA polymerase III type 2 promoter sequence-specific DNA binding [GO:0001003]
Q9JKD8	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]
Q9WUI0	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter sequence-specific DNA binding [GO:0000987]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II repressing transcription factor binding [GO:0001103]; RNA polymerase II transcription factor binding [GO:0001085]
O35160	reviewed	DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]
O35185	reviewed	bHLH transcription factor binding [GO:0043425]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; E-box binding [GO:0070888]; MRF binding [GO:0043426]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
O35284	reviewed	DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
P09450	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; double-stranded DNA binding [GO:0003690]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
O35317	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; sequence-specific DNA binding [GO:0043565]
O35437	reviewed	androgen receptor binding [GO:0050681]; bHLH transcription factor binding [GO:0043425]; E-box binding [GO:0070888]; histone deacetylase binding [GO:0042826]; protein dimerization activity [GO:0046983]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]
O70477	reviewed	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; protein heterodimerization activity [GO:0046982]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P09079	reviewed	distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001205]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P09092	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P09631	reviewed	enzyme binding [GO:0019899]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P09632	reviewed	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; sequence-specific DNA binding [GO:0043565]
P10628	reviewed	activating transcription factor binding [GO:0033613]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
P10629	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P28357	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
P28359	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
P32043	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
