Entry	Status	Gene ontology (molecular function)
P36167	reviewed	RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulator recruiting activity [GO:0001135]
P38257	reviewed	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]
P38261	reviewed	
P38277	reviewed	
P38634	reviewed	cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]
P38717	reviewed	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; transcription coregulator activity [GO:0003712]
P38721	reviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]
P38735	reviewed	ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]
P38826	reviewed	DNA replication origin binding [GO:0003688]
P38853	reviewed	identical protein binding [GO:0042802]
P38854	reviewed	
P38859	reviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' DNA helicase activity [GO:0043139]; 5'-flap endonuclease activity [GO:0017108]; ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; single-stranded DNA-dependent ATPase activity [GO:0043142]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
P38903	reviewed	protein phosphatase activator activity [GO:0072542]; protein phosphatase regulator activity [GO:0019888]
P38909	reviewed	oxidoreductase activity [GO:0016491]
P38928	reviewed	calcium ion binding [GO:0005509]
P38990	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
P38991	reviewed	ATP binding [GO:0005524]; histone serine kinase activity [GO:0035174]; protein kinase activity [GO:0004672]
P39083	reviewed	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
P39520	reviewed	transcription coactivator activity [GO:0003713]
P39685	reviewed	protein membrane anchor [GO:0043495]; structural constituent of nuclear pore [GO:0017056]
P39705	reviewed	phospholipid binding [GO:0005543]; structural constituent of nuclear pore [GO:0017056]
P39732	reviewed	protein phosphatase 1 binding [GO:0008157]; protein phosphatase regulator activity [GO:0019888]
P39734	reviewed	
P39980	reviewed	siderophore transmembrane transporter activity [GO:0015343]; siderophore uptake transmembrane transporter activity [GO:0015344]
P40020	reviewed	
P40028	reviewed	5'-3' exodeoxyribonuclease activity involved in UV-damage excision repair [GO:1904162]; 5'-flap endonuclease activity [GO:0017108]; crossover junction endodeoxyribonuclease activity [GO:0008821]; DNA binding [GO:0003677]; double-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0051908]; flap endonuclease activity [GO:0048256]; four-way junction DNA binding [GO:0000400]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; single-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0045145]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]
P40038	reviewed	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]
P40095	reviewed	
P40186	reviewed	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]
P40316	reviewed	enzyme binding [GO:0019899]
P40340	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; histone binding [GO:0042393]
P40473	reviewed	RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P40480	reviewed	
P40484	reviewed	kinase regulator activity [GO:0019207]; metal ion binding [GO:0046872]
P40489	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]
P41697	reviewed	actin binding [GO:0003779]; cytoskeletal regulatory protein binding [GO:0005519]; enzyme activator activity [GO:0008047]
P41813	reviewed	chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001078]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
P41832	reviewed	actin binding [GO:0003779]; identical protein binding [GO:0042802]; profilin binding [GO:0005522]; Rho GTPase binding [GO:0017048]
P41834	reviewed	SNAP receptor activity [GO:0005484]
P41895	reviewed	DNA binding [GO:0003677]; protein phosphatase activator activity [GO:0072542]
P42839	reviewed	calcium:proton antiporter activity [GO:0015369]; potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]
P42845	reviewed	transcription factor binding [GO:0008134]
P43568	reviewed	ATP binding [GO:0005524]; cyclin-dependent protein kinase activating kinase activity [GO:0019912]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]
P43605	reviewed	acetyltransferase activity [GO:0016407]; chromatin binding [GO:0003682]; metal ion binding [GO:0046872]
P43618	reviewed	centromeric DNA binding [GO:0019237]
P46675	reviewed	microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; structural constituent of cytoskeleton [GO:0005200]
P47029	reviewed	protein binding, bridging [GO:0030674]; ubiquitin protein ligase binding [GO:0031625]
P47035	reviewed	phosphatase activator activity [GO:0019211]; rDNA binding [GO:0000182]
P47039	reviewed	2-aminoadipate transaminase activity [GO:0047536]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; pyridoxal phosphate binding [GO:0030170]
P47074	reviewed	protein kinase activity [GO:0004672]
P47104	reviewed	
P47114	reviewed	potassium ion transmembrane transporter activity [GO:0015079]
P47116	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P47129	reviewed	
P47136	reviewed	GTP binding [GO:0005525]
P50078	reviewed	
P50090	reviewed	
P50105	reviewed	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; RNA polymerase II activating transcription factor binding [GO:0001102]; transcription factor binding [GO:0008134]
P50275	reviewed	microtubule binding [GO:0008017]
P52919	reviewed	lipid binding [GO:0008289]
P53071	reviewed	
P53086	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; tubulin-dependent ATPase activity [GO:0070463]
P53129	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]
P53159	reviewed	structural molecule activity [GO:0005198]
P53197	reviewed	anaphase-promoting complex binding [GO:0010997]; cyclin binding [GO:0030332]; ubiquitin ligase activator activity [GO:1990757]
P53222	reviewed	
P53739	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P53819	reviewed	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; nucleic acid binding [GO:0003676]
P53836	reviewed	protein serine/threonine kinase activity [GO:0004674]
P53894	reviewed	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine kinase activity [GO:0004674]
P53947	reviewed	
P53958	reviewed	
P54784	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; metal ion binding [GO:0046872]
P54786	reviewed	
P54867	reviewed	transmembrane signaling receptor activity [GO:0004888]
Q00416	reviewed	ATP binding [GO:0005524]; ATP-dependent 5'-3' DNA/RNA helicase activity [GO:0033682]; ATP-dependent 5'-3' DNA helicase activity [GO:0043141]; ATP-dependent 5'-3' RNA helicase activity [GO:0032575]; DNA-dependent ATPase activity [GO:0008094]; protein domain specific binding [GO:0019904]; RNA-dependent ATPase activity [GO:0008186]
Q00684	reviewed	phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
Q00772	reviewed	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine/threonine kinase activity [GO:0004674]
Q01389	reviewed	ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
Q01684	reviewed	
Q02455	reviewed	ribonucleoprotein complex binding [GO:0043021]; structural constituent of nuclear pore [GO:0017056]
Q02606	reviewed	cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]
Q02866	reviewed	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]
Q03208	reviewed	
Q03231	reviewed	
Q03254	reviewed	protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]
Q03707	reviewed	
Q03834	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA-dependent ATPase activity [GO:0008094]; four-way junction DNA binding [GO:0000400]; methylated histone binding [GO:0035064]; mismatched DNA binding [GO:0030983]
Q03898	reviewed	microtubule binding [GO:0008017]; structural constituent of cytoskeleton [GO:0005200]
Q04087	reviewed	
Q04383	reviewed	chromatin binding [GO:0003682]; RNA binding [GO:0003723]
Q04930	reviewed	transcription corepressor activity [GO:0003714]
Q05518	reviewed	
Q05672	reviewed	RNA binding [GO:0003723]
Q05812	reviewed	
Q05854	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
Q06001	reviewed	
Q06032	reviewed	chromatin binding [GO:0003682]; SUMO transferase activity [GO:0019789]
Q06053	reviewed	flavin adenine dinucleotide binding [GO:0050660]; metal ion binding [GO:0046872]; tRNA-dihydrouridine47 synthase activity [GO:0102265]; tRNA dihydrouridine synthase activity [GO:0017150]
Q06168	reviewed	
Q06266	reviewed	chromatin binding [GO:0003682]; RNA binding [GO:0003723]
Q06315	reviewed	protein serine/threonine kinase activity [GO:0004674]
Q06324	reviewed	
Q06407	reviewed	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
Q06412	reviewed	Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q06604	reviewed	protein binding, bridging [GO:0030674]
Q06616	reviewed	
Q07084	reviewed	mitogen-activated protein kinase kinase kinase binding [GO:0031435]; phosphorelay response regulator activity [GO:0000156]; phosphorelay sensor kinase activity [GO:0000155]; protein homodimerization activity [GO:0042803]; protein kinase activator activity [GO:0030295]
Q07528	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q07980	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; single-stranded DNA binding [GO:0003697]
Q08206	reviewed	
Q08229	reviewed	
Q08471	reviewed	
Q08581	reviewed	
Q08887	reviewed	transcription coactivator activity [GO:0003713]
Q08949	reviewed	3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]
Q08981	reviewed	ubiquitin-protein transferase inhibitor activity [GO:0055105]
Q12043	reviewed	lysophosphatidic acid acyltransferase activity [GO:0042171]; triglyceride lipase activity [GO:0004806]
Q12048	reviewed	
Q12057	reviewed	
Q12066	reviewed	
Q12071	reviewed	syntaxin binding [GO:0019905]
Q12088	reviewed	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
Q12100	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q12149	reviewed	3'-5'-exoribonuclease activity [GO:0000175]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]
Q12236	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q12263	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q12267	reviewed	ATP binding [GO:0005524]; chromatin binding [GO:0003682]
Q12365	reviewed	structural molecule activity [GO:0005198]
Q12369	reviewed	
Q12398	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q12416	reviewed	RNA polymerase II transcription factor binding [GO:0001085]; RNA polymerase II transcription regulator recruiting activity [GO:0001135]; transcription corepressor activity [GO:0003714]
Q12495	reviewed	
Q12507	reviewed	
Q12675	reviewed	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phospholipid-translocating ATPase activity [GO:0004012]
Q12734	reviewed	ubiquitin protein ligase binding [GO:0031625]
P00549	reviewed	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]
Q12056	reviewed	2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ferrous iron binding [GO:0008198]; iron-sulfur transferase activity [GO:0036455]
P00560	reviewed	ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]
P0CE68	reviewed	ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]
P0CE69	reviewed	ATPase activity, coupled to transmembrane movement of substances [GO:0042626]; ATP binding [GO:0005524]
P21264	reviewed	5-amino-4-imidazole carboxylate lyase activity [GO:0043727]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]
P34162	reviewed	protein domain specific binding [GO:0019904]; RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly [GO:0001128]; RNA polymerase II transcription regulator recruiting activity [GO:0001135]; TFIID-class transcription factor complex binding [GO:0001094]; transcription coactivator activity [GO:0003713]
Q12415	reviewed	DNA binding [GO:0003677]; phosphatase activity [GO:0016791]
P00572	reviewed	ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; thymidylate kinase activity [GO:0004798]; uridylate kinase activity [GO:0009041]
P32502	reviewed	enzyme regulator activity [GO:0030234]; translation initiation factor activity [GO:0003743]
P00635	reviewed	acid phosphatase activity [GO:0003993]; nucleoside-triphosphatase activity [GO:0017111]; nucleoside-triphosphate diphosphatase activity [GO:0047429]
