Entry	Status	Gene ontology (molecular function)
P12004	reviewed	chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; dinucleotide insertion or deletion binding [GO:0032139]; DNA polymerase binding [GO:0070182]; DNA polymerase processivity factor activity [GO:0030337]; enzyme binding [GO:0019899]; estrogen receptor binding [GO:0030331]; histone acetyltransferase binding [GO:0035035]; identical protein binding [GO:0042802]; MutLalpha complex binding [GO:0032405]; purine-specific mismatch base pair DNA N-glycosylase activity [GO:0000701]; receptor tyrosine kinase binding [GO:0030971]
Q5T700	reviewed	
Q96BA8	reviewed	cAMP response element binding [GO:0035497]; chromatin binding [GO:0003682]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; SMAD binding [GO:0046332]; transcription regulatory region DNA binding [GO:0044212]
A2RU48	reviewed	
P45984	reviewed	ATP binding [GO:0005524]; JUN kinase activity [GO:0004705]; MAP kinase activity [GO:0004707]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; transcription factor binding [GO:0008134]
Q9HCM9	reviewed	identical protein binding [GO:0042802]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]
A2RU49	reviewed	hydroxylysine kinase activity [GO:0047992]
Q15654	reviewed	interleukin-1 receptor binding [GO:0005149]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; thyroid hormone receptor binding [GO:0046966]
A2RU56	unreviewed	
A2RUH7	reviewed	
A2VCK2	reviewed	
Q5JR59	reviewed	microtubule binding [GO:0008017]; protein homodimerization activity [GO:0042803]
Q6A162	reviewed	structural molecule activity [GO:0005198]
Q8N9N5	reviewed	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; p53 binding [GO:0002039]
Q9NSS6	unreviewed	
A2VDF0	reviewed	fucose binding [GO:0042806]; racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]
Q96RS6	reviewed	
A2VEC9	reviewed	peptidase inhibitor activity [GO:0030414]
P54259	reviewed	DNA binding [GO:0003677]; protein domain specific binding [GO:0019904]; RNA polymerase II transcription factor binding [GO:0001085]; transcription corepressor activity [GO:0003714]
Q96AY4	reviewed	kinase binding [GO:0019900]
Q9ULK2	reviewed	
A3F769	unreviewed	nucleic acid binding [GO:0003676]
O75569	reviewed	double-stranded RNA binding [GO:0003725]; enzyme activator activity [GO:0008047]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; pre-miRNA binding [GO:0070883]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]
P30519	reviewed	heme binding [GO:0020037]; heme oxygenase (decyclizing) activity [GO:0004392]; metal ion binding [GO:0046872]
A3KMH1	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
A4D0P7	unreviewed	
O00311	reviewed	ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
O43929	reviewed	ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; nucleotide binding [GO:0000166]
O75419	reviewed	3'-5' DNA helicase activity [GO:0043138]; chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]
P05783	reviewed	cadherin binding involved in cell-cell adhesion [GO:0098641]; RNA binding [GO:0003723]; scaffold protein binding [GO:0097110]; structural molecule activity [GO:0005198]
P25205	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]
P33992	reviewed	ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; helicase activity [GO:0004386]
P42771	reviewed	cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]; NF-kappaB binding [GO:0051059]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]
P49736	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA replication origin binding [GO:0003688]; enzyme binding [GO:0019899]; helicase activity [GO:0004386]; histone binding [GO:0042393]; metal ion binding [GO:0046872]
P55268	reviewed	extracellular matrix structural constituent [GO:0005201]; integrin binding [GO:0005178]; structural molecule activity [GO:0005198]
Q13137	reviewed	protein homodimerization activity [GO:0042803]
Q13415	reviewed	ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA replication origin binding [GO:0003688]; metal ion binding [GO:0046872]
Q13416	reviewed	DNA replication origin binding [GO:0003688]
Q15233	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; transcription regulatory region sequence-specific DNA binding [GO:0000976]
Q5VZB9	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; sequence-specific DNA binding [GO:0043565]
Q6PKC3	reviewed	
Q86VP1	reviewed	kinase binding [GO:0019900]; metal ion binding [GO:0046872]
Q99459	reviewed	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; leucine zipper domain binding [GO:0043522]; protein kinase binding [GO:0019901]; protein phosphatase 1 binding [GO:0008157]; RNA binding [GO:0003723]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor binding [GO:0001222]; WD40-repeat domain binding [GO:0071987]
Q99741	reviewed	ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; kinase binding [GO:0019900]; nucleotide binding [GO:0000166]
Q9GZT8	reviewed	identical protein binding [GO:0042802]; transcription factor binding [GO:0008134]
Q9NRR5	reviewed	identical protein binding [GO:0042802]; polyubiquitin modification-dependent protein binding [GO:0031593]
Q9NY15	reviewed	calcium ion binding [GO:0005509]; hyaluronic acid binding [GO:0005540]; low-density lipoprotein particle binding [GO:0030169]; low-density lipoprotein particle receptor activity [GO:0005041]; protein disulfide oxidoreductase activity [GO:0015035]; scavenger receptor activity [GO:0005044]
Q9P2F8	reviewed	GTPase activator activity [GO:0005096]
Q9UBD5	reviewed	DNA replication origin binding [GO:0003688]
A4D1E9	reviewed	GTP binding [GO:0005525]; RNA binding [GO:0003723]
Q08379	reviewed	cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; importin-alpha family protein binding [GO:0061676]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]; syntaxin binding [GO:0019905]
A4D1I3	unreviewed	
Q9UJX2	reviewed	ubiquitin-protein transferase activity [GO:0004842]
A4D1I7	unreviewed	dynein light chain binding [GO:0045503]
O43809	reviewed	AU-rich element binding [GO:0017091]; chromatin binding [GO:0003682]; histone deacetylase binding [GO:0042826]; hydrolase activity [GO:0016787]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]
O95251	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA replication origin binding [GO:0003688]; H4 histone acetyltransferase activity [GO:0010485]; histone acetyltransferase activity [GO:0004402]; histone binding [GO:0042393]; transcription regulatory region DNA binding [GO:0044212]; zinc ion binding [GO:0008270]
P04183	reviewed	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; nucleoside kinase activity [GO:0019206]; thymidine kinase activity [GO:0004797]; zinc ion binding [GO:0008270]
P09467	reviewed	AMP binding [GO:0016208]; fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; monosaccharide binding [GO:0048029]
P18754	reviewed	chromatin binding [GO:0003682]; histone binding [GO:0042393]; nucleosomal DNA binding [GO:0031492]; nucleosome binding [GO:0031491]; protein heterodimerization activity [GO:0046982]; Ran GTPase binding [GO:0008536]; Ran guanyl-nucleotide exchange factor activity [GO:0005087]; sulfate binding [GO:0043199]
P20073	reviewed	calcium-dependent phospholipid binding [GO:0005544]; calcium-dependent protein binding [GO:0048306]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; RNA binding [GO:0003723]
P23508	reviewed	signaling receptor activity [GO:0038023]
P38936	reviewed	cyclin-dependent protein kinase activating kinase activity [GO:0019912]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; cyclin-dependent protein serine/threonine kinase inhibitor activity [GO:0004861]; metal ion binding [GO:0046872]; protein-containing complex binding [GO:0044877]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]; ubiquitin protein ligase binding [GO:0031625]
P47736	reviewed	GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924]; protein homodimerization activity [GO:0042803]; Ras GTPase binding [GO:0017016]
P50570	reviewed	D2 dopamine receptor binding [GO:0031749]; enzyme binding [GO:0019899]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; microtubule binding [GO:0008017]; nitric-oxide synthase binding [GO:0050998]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]; protein-containing complex binding [GO:0044877]; protein kinase binding [GO:0019901]; SH3 domain binding [GO:0017124]; WW domain binding [GO:0050699]
Q13526	reviewed	beta-catenin binding [GO:0008013]; GTPase activating protein binding [GO:0032794]; mitogen-activated protein kinase kinase binding [GO:0031434]; motor activity [GO:0003774]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; phosphothreonine residue binding [GO:0050816]
Q14203	reviewed	dynein complex binding [GO:0070840]; microtubule binding [GO:0008017]; motor activity [GO:0003774]; protein kinase binding [GO:0019901]; tubulin binding [GO:0015631]
Q14451	reviewed	identical protein binding [GO:0042802]; phosphatidylinositol binding [GO:0035091]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; SH3/SH2 adaptor activity [GO:0005070]
Q16637	reviewed	identical protein binding [GO:0042802]; RNA binding [GO:0003723]
Q7L7X3	reviewed	alpha-tubulin binding [GO:0043014]; ATP binding [GO:0005524]; beta-tubulin binding [GO:0048487]; kinase activity [GO:0016301]; MAP kinase kinase kinase activity [GO:0004709]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase activity [GO:0004674]; transferase activity [GO:0016740]
Q8NFZ8	reviewed	
Q96NL0	reviewed	
Q9BQ89	reviewed	
Q9H4H8	reviewed	kinesin binding [GO:0019894]; microtubule binding [GO:0008017]; protein kinase binding [GO:0019901]
Q9H6R7	reviewed	kinase binding [GO:0019900]
Q9UJ70	reviewed	ATP binding [GO:0005524]; N-acetylglucosamine kinase activity [GO:0045127]
A4D1P6	reviewed	phosphatidylinositol 3-kinase regulator activity [GO:0035014]
O95376	reviewed	ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Q9UNK0	reviewed	chloride channel inhibitor activity [GO:0019869]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; ubiquitin protein ligase binding [GO:0031625]
Q9Y266	reviewed	cadherin binding [GO:0045296]; unfolded protein binding [GO:0051082]
A4D1U4	reviewed	
Q9Y6X0	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]
A4D1U5	unreviewed	ceramide kinase activity [GO:0001729]; NAD+ kinase activity [GO:0003951]
O00151	reviewed	cadherin binding involved in cell-cell adhesion [GO:0098641]; metal ion binding [GO:0046872]; transcription coactivator activity [GO:0003713]
O95219	reviewed	epidermal growth factor receptor binding [GO:0005154]; insulin receptor binding [GO:0005158]; leptin receptor binding [GO:1990460]; phosphatidylinositol binding [GO:0035091]; transferrin receptor binding [GO:1990459]
P08631	reviewed	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; phosphotyrosine residue binding [GO:0001784]; protein tyrosine kinase activity [GO:0004713]; signaling receptor binding [GO:0005102]
A4D2D6	unreviewed	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
Q15811	reviewed	calcium ion binding [GO:0005509]; guanyl-nucleotide exchange factor activity [GO:0005085]; kinase activator activity [GO:0019209]; proline-rich region binding [GO:0070064]; protein-containing complex scaffold activity [GO:0032947]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]
A4FU01	reviewed	
A4FU71	unreviewed	
O15116	reviewed	mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723]; RNA cap binding [GO:0000339]
A4FVC0	unreviewed	nucleic acid binding [GO:0003676]
A8K1F4	unreviewed	
Q03933	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein homodimerization activity [GO:0042803]; RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding [GO:0001162]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]
Q13200	reviewed	enzyme regulator activity [GO:0030234]
Q13451	reviewed	FK506 binding [GO:0005528]; heat shock protein binding [GO:0031072]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
Q15185	reviewed	chaperone binding [GO:0051087]; DNA polymerase binding [GO:0070182]; Hsp90 protein binding [GO:0051879]; prostaglandin-E synthase activity [GO:0050220]; telomerase activity [GO:0003720]; unfolded protein binding [GO:0051082]
Q8IVD9	reviewed	unfolded protein binding [GO:0051082]
Q96BE0	unreviewed	ATP binding [GO:0005524]
Q9BTE6	reviewed	alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; Ser-tRNA(Ala) hydrolase activity [GO:0002196]
Q9HAV2	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q9UNE7	reviewed	chaperone binding [GO:0051087]; enzyme binding [GO:0019899]; G protein-coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; kinase binding [GO:0019900]; misfolded protein binding [GO:0051787]; protein binding, bridging [GO:0030674]; protein homodimerization activity [GO:0042803]; SMAD binding [GO:0046332]; TPR domain binding [GO:0030911]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; ubiquitin-ubiquitin ligase activity [GO:0034450]
