Entry	Status	Gene ontology (biological process)
O09000	reviewed	cell dedifferentiation [GO:0043697]; cellular response to estradiol stimulus [GO:0071392]; cellular response to hormone stimulus [GO:0032870]; developmental growth [GO:0048589]; labyrinthine layer morphogenesis [GO:0060713]; mammary gland branching involved in thelarche [GO:0060744]; multicellular organism growth [GO:0035264]; negative regulation of apoptotic process [GO:0043066]; negative regulation of stem cell differentiation [GO:2000737]; positive regulation of cell growth [GO:0030307]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of gene expression [GO:0010628]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of intracellular steroid hormone receptor signaling pathway [GO:0033145]; positive regulation of keratinocyte differentiation [GO:0045618]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of RNA biosynthetic process [GO:2001141]; regulation of stem cell division [GO:2000035]; regulation of stem cell population maintenance [GO:2000036]; regulation of stem cell proliferation [GO:0072091]; vagina development [GO:0060068]
O35973	reviewed	circadian regulation of gene expression [GO:0032922]; circadian regulation of translation [GO:0097167]; circadian rhythm [GO:0007623]; entrainment of circadian clock by photoperiod [GO:0043153]; histone H3 acetylation [GO:0043966]; histone H3 deacetylation [GO:0070932]; histone H4 acetylation [GO:0043967]; negative regulation of glucocorticoid receptor signaling pathway [GO:2000323]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of JNK cascade [GO:0046329]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; posttranscriptional regulation of gene expression [GO:0010608]; regulation of circadian rhythm [GO:0042752]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of hair cycle [GO:0042634]; regulation of p38MAPK cascade [GO:1900744]; regulation of sodium ion transport [GO:0002028]; response to cAMP [GO:0051591]; response to light stimulus [GO:0009416]
O54915	reviewed	cell differentiation [GO:0030154]; drug export [GO:0046618]; exogenous drug catabolic process [GO:0042738]; multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; xenobiotic metabolic process [GO:0006805]; xenobiotic transport [GO:0042908]
O88522	reviewed	activation of NF-kappaB-inducing kinase activity [GO:0007250]; anoikis [GO:0043276]; B cell homeostasis [GO:0001782]; cellular response to DNA damage stimulus [GO:0006974]; establishment of vesicle localization [GO:0051650]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; positive regulation of gene expression [GO:0010628]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of macroautophagy [GO:0016239]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q8BKT3	reviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]; spliceosomal complex assembly [GO:0000245]
Q8BSY3	unreviewed	angiogenesis [GO:0001525]; embryonic limb morphogenesis [GO:0030326]; lung development [GO:0030324]; morphogenesis of an epithelium [GO:0002009]
Q8CFD5	reviewed	cellular response to DNA damage stimulus [GO:0006974]; nucleotide-excision repair [GO:0006289]; positive regulation of DNA repair [GO:0045739]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; response to auditory stimulus [GO:0010996]; response to organic cyclic compound [GO:0014070]; response to oxidative stress [GO:0006979]; response to UV [GO:0009411]; response to X-ray [GO:0010165]; transcription-coupled nucleotide-excision repair [GO:0006283]
Q8CFN5	reviewed	apoptotic process [GO:0006915]; B cell homeostasis [GO:0001782]; B cell proliferation [GO:0042100]; B cell receptor signaling pathway [GO:0050853]; blood vessel development [GO:0001568]; blood vessel remodeling [GO:0001974]; cardiac muscle cell differentiation [GO:0055007]; cardiac muscle hypertrophy in response to stress [GO:0014898]; cardiac ventricle formation [GO:0003211]; cartilage morphogenesis [GO:0060536]; cell fate commitment [GO:0045165]; cell morphogenesis involved in neuron differentiation [GO:0048667]; cellular response to calcium ion [GO:0071277]; cellular response to drug [GO:0035690]; cellular response to fluid shear stress [GO:0071498]; cellular response to growth factor stimulus [GO:0071363]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to parathyroid hormone stimulus [GO:0071374]; cellular response to retinoic acid [GO:0071300]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to trichostatin A [GO:0035984]; chondrocyte differentiation [GO:0002062]; embryonic skeletal system morphogenesis [GO:0048704]; embryonic viscerocranium morphogenesis [GO:0048703]; endochondral ossification [GO:0001958]; epithelial cell proliferation involved in renal tubule morphogenesis [GO:2001013]; excitatory postsynaptic potential [GO:0060079]; germinal center formation [GO:0002467]; glomerulus morphogenesis [GO:0072102]; heart development [GO:0007507]; heart looping [GO:0001947]; humoral immune response [GO:0006959]; learning or memory [GO:0007611]; MAPK cascade [GO:0000165]; melanocyte differentiation [GO:0030318]; monocyte differentiation [GO:0030224]; muscle cell fate determination [GO:0007521]; myotube differentiation [GO:0014902]; negative regulation of blood vessel endothelial cell migration [GO:0043537]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of gene expression [GO:0010629]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of ossification [GO:0030279]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vascular associated smooth muscle cell migration [GO:1904753]; negative regulation of vascular endothelial cell proliferation [GO:1905563]; negative regulation of vascular smooth muscle cell proliferation [GO:1904706]; nephron tubule epithelial cell differentiation [GO:0072160]; neural crest cell differentiation [GO:0014033]; neuron development [GO:0048666]; neuron differentiation [GO:0030182]; neuron migration [GO:0001764]; osteoblast differentiation [GO:0001649]; outflow tract morphogenesis [GO:0003151]; platelet formation [GO:0030220]; positive regulation of alkaline phosphatase activity [GO:0010694]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of behavioral fear response [GO:2000987]; positive regulation of bone mineralization [GO:0030501]; positive regulation of cardiac muscle cell differentiation [GO:2000727]; positive regulation of cardiac muscle cell proliferation [GO:0060045]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of cell proliferation in bone marrow [GO:0071864]; positive regulation of gene expression [GO:0010628]; positive regulation of macrophage apoptotic process [GO:2000111]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of protein homodimerization activity [GO:0090073]; positive regulation of skeletal muscle cell differentiation [GO:2001016]; positive regulation of skeletal muscle tissue development [GO:0048643]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; primary heart field specification [GO:0003138]; regulation of AMPA receptor activity [GO:2000311]; regulation of dendritic spine development [GO:0060998]; regulation of germinal center formation [GO:0002634]; regulation of megakaryocyte differentiation [GO:0045652]; regulation of neuron apoptotic process [GO:0043523]; regulation of neurotransmitter secretion [GO:0046928]; regulation of NMDA receptor activity [GO:2000310]; regulation of sarcomere organization [GO:0060297]; regulation of synapse assembly [GO:0051963]; regulation of synaptic activity [GO:0060025]; regulation of synaptic plasticity [GO:0048167]; regulation of synaptic transmission, glutamatergic [GO:0051966]; regulation of transcription, DNA-templated [GO:0006355]; renal tubule morphogenesis [GO:0061333]; response to ischemia [GO:0002931]; roof of mouth development [GO:0060021]; secondary heart field specification [GO:0003139]; sinoatrial valve morphogenesis [GO:0003185]; skeletal muscle cell differentiation [GO:0035914]; skeletal muscle tissue development [GO:0007519]; smooth muscle cell differentiation [GO:0051145]; transdifferentiation [GO:0060290]; ventricular cardiac muscle cell differentiation [GO:0055012]
Q8R1B8	reviewed	amacrine cell differentiation [GO:0035881]; cellular response to retinoic acid [GO:0071300]; eye photoreceptor cell development [GO:0042462]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; retina development in camera-type eye [GO:0060041]; retinal cone cell development [GO:0046549]; retinal rod cell development [GO:0046548]; rhythmic process [GO:0048511]; visual perception [GO:0007601]
Q8VDQ8	reviewed	autophagy [GO:0006914]; cell division [GO:0051301]; cellular lipid catabolic process [GO:0044242]; cellular response to caloric restriction [GO:0061433]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to hypoxia [GO:0071456]; cellular response to molecule of bacterial origin [GO:0071219]; cellular response to oxidative stress [GO:0034599]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; histone deacetylation [GO:0016575]; histone H3 deacetylation [GO:0070932]; histone H4 deacetylation [GO:0070933]; meiotic cell cycle [GO:0051321]; myelination in peripheral nervous system [GO:0022011]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of cell proliferation [GO:0008285]; negative regulation of defense response to bacterium [GO:1900425]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of oligodendrocyte differentiation [GO:0048715]; negative regulation of oligodendrocyte progenitor proliferation [GO:0070446]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of striated muscle tissue development [GO:0045843]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061428]; peptidyl-lysine deacetylation [GO:0034983]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987]; positive regulation of cell division [GO:0051781]; positive regulation of DNA binding [GO:0043388]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of meiotic nuclear division [GO:0045836]; positive regulation of oocyte maturation [GO:1900195]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia [GO:2000777]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein deacetylation [GO:0006476]; protein kinase B signaling [GO:0043491]; regulation of cell cycle [GO:0051726]; regulation of fat cell differentiation [GO:0045598]; regulation of myelination [GO:0031641]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]; tubulin deacetylation [GO:0090042]
