Entry	Status	Gene ontology (biological process)
C0HKD7	reviewed	mitochondrial tryptophanyl-tRNA aminoacylation [GO:0070183]; protein import into peroxisome matrix [GO:0016558]; tryptophanyl-tRNA aminoacylation [GO:0006436]
P91001	reviewed	gonad development [GO:0008406]; oogenesis [GO:0048477]; protein deneddylation [GO:0000338]; reproduction [GO:0000003]
P91988	unreviewed	
P92004	unreviewed	
Q09477	reviewed	negative regulation of transcription, DNA-templated [GO:0045892]; nervous system development [GO:0007399]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q11178	reviewed	
Q17391	reviewed	protein catabolic process [GO:0030163]; protein ubiquitination [GO:0016567]; striated muscle myosin thick filament assembly [GO:0071688]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q17415	unreviewed	
Q17451	unreviewed	
Q18171	unreviewed	regulation of transcription from RNA polymerase II promoter involved in spermatogenesis [GO:1902064]
Q18624	unreviewed	
Q18938	reviewed	glutathione metabolic process [GO:0006749]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]
Q19257	unreviewed	
Q19341	reviewed	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; quinolinate metabolic process [GO:0046874]; tryptophan catabolic process [GO:0006569]
Q20628	unreviewed	cytidine deamination [GO:0009972]; deoxycytidine catabolic process [GO:0006217]; embryo development ending in birth or egg hatching [GO:0009792]; RNA modification [GO:0009451]; uridine biosynthetic process [GO:0046109]
Q20677	unreviewed	
Q20712	unreviewed	
Q21740	unreviewed	cytoplasmic mRNA processing body assembly [GO:0033962]; deadenylation-independent decapping of nuclear-transcribed mRNA [GO:0031087]
Q21882	reviewed	purine nucleobase metabolic process [GO:0006144]
Q22174	unreviewed	translational elongation [GO:0006414]
Q22544	reviewed	
Q23458	unreviewed	
Q3LRZ3	reviewed	axon guidance [GO:0007411]; cell development [GO:0048468]; negative regulation of Wnt signaling pathway [GO:0030178]; Wnt signaling pathway [GO:0016055]
Q56VX2	unreviewed	
Q7YSI9	reviewed	actin cytoskeleton organization [GO:0030036]; axon guidance [GO:0007411]; backward locomotion [GO:0043057]; cell projection morphogenesis [GO:0048858]; determination of muscle attachment site [GO:0016204]; mating behavior [GO:0007617]; mesodermal cell migration [GO:0008078]; motor neuron axon guidance [GO:0008045]; nervous system development [GO:0007399]; oviposition [GO:0018991]; positive regulation of axon extension [GO:0045773]; positive regulation of axon extension involved in axon guidance [GO:0048842]; positive regulation of cell migration [GO:0030335]; positive regulation of multicellular organism growth [GO:0040018]; signal transduction [GO:0007165]
Q93716	unreviewed	mRNA polyadenylation [GO:0006378]; mRNA processing [GO:0006397]
Q94420	reviewed	cellular response to leucine [GO:0071233]; embryo development ending in birth or egg hatching [GO:0009792]; establishment of mitotic spindle orientation [GO:0000132]; negative regulation of autophagy [GO:0010507]; positive regulation of cell growth [GO:0030307]; positive regulation of TORC1 signaling [GO:1904263]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein catabolic process [GO:0030163]; protein ubiquitination [GO:0016567]; regulation of mitotic spindle elongation [GO:0032888]; regulation of proteolysis [GO:0030162]; striated muscle myosin thick filament assembly [GO:0071688]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9GYG1	unreviewed	double-strand break repair [GO:0006302]
Q9N350	unreviewed	
Q9N3Z0	unreviewed	aggrephagy [GO:0035973]; endosome organization [GO:0007032]; mitochondrion organization [GO:0007005]; mitophagy [GO:0000423]
Q9N4X8	reviewed	determination of adult lifespan [GO:0008340]; glutathione metabolic process [GO:0006749]; heat acclimation [GO:0010286]; oxidation-reduction process [GO:0055114]; response to hydrogen peroxide [GO:0042542]; response to UV-C [GO:0010225]
Q9N5S5	unreviewed	protein homooligomerization [GO:0051260]
Q9NAM2	unreviewed	
Q9NF11	unreviewed	adenine salvage [GO:0006168]; GMP salvage [GO:0032263]; guanine salvage [GO:0006178]; hypoxanthine metabolic process [GO:0046100]; IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166]
Q9TZ84	unreviewed	
Q9UAT1	unreviewed	ethanol metabolic process [GO:0006067]; NADH oxidation [GO:0006116]
Q9XUS5	unreviewed	glycogen metabolic process [GO:0005977]; UDP-glucose metabolic process [GO:0006011]
Q9XV35	unreviewed	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
B1Q249	unreviewed	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]
B1V897	unreviewed	
O02482	reviewed	chemical synaptic transmission [GO:0007268]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of axonogenesis [GO:0050770]; regulation of neurotransmitter levels [GO:0001505]; regulation of synapse structure or activity [GO:0050803]
B9WRT9	unreviewed	
C5NU64	unreviewed	regulation of actin cytoskeleton organization [GO:0032956]; signal transduction [GO:0007165]
G5EBN5	unreviewed	positive regulation of Notch signaling pathway [GO:0045747]
G5ECL2	reviewed	acetylcholine transport [GO:0015870]; cytoskeleton organization [GO:0007010]; endosome organization [GO:0007032]; gamma-aminobutyric acid transport [GO:0015812]; Golgi vesicle uncoating [GO:0048212]; inositol phosphate dephosphorylation [GO:0046855]; locomotion [GO:0040011]; maintenance of presynaptic active zone structure [GO:0048790]; muscle contraction [GO:0006936]; phosphatidylinositol dephosphorylation [GO:0046856]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of muscle contraction [GO:0045933]; positive regulation of necrotic cell death [GO:0010940]; positive regulation of neurotransmitter secretion [GO:0001956]; protein localization to synapse [GO:0035418]; regulation of backward locomotion [GO:0043058]; regulation of forward locomotion [GO:0043059]; regulation of synapse structure or activity [GO:0050803]; synaptic vesicle budding from presynaptic endocytic zone membrane [GO:0016185]; synaptic vesicle endocytosis [GO:0048488]; synaptic vesicle transport [GO:0048489]; synaptic vesicle uncoating [GO:0016191]; vesicle organization [GO:0016050]
G5ED57	unreviewed	
G5EEN3	unreviewed	apoptotic process involved in development [GO:1902742]; cell migration [GO:0016477]; engulfment of apoptotic cell [GO:0043652]; establishment of mitotic spindle orientation [GO:0000132]; gastrulation [GO:0007369]; left/right axis specification [GO:0070986]; positive regulation of distal tip cell migration [GO:1903356]; positive regulation of engulfment of apoptotic cell [GO:1901076]; small GTPase mediated signal transduction [GO:0007264]; synaptic vesicle clustering [GO:0097091]
A0A1C3NSL9	reviewed	cell-cell junction organization [GO:0045216]; embryo development ending in birth or egg hatching [GO:0009792]
H2KZV4	unreviewed	signal transduction [GO:0007165]
O01900	unreviewed	
O17214	reviewed	fumarate metabolic process [GO:0006106]; malate metabolic process [GO:0006108]; tricarboxylic acid cycle [GO:0006099]
O44743	unreviewed	endoplasmic reticulum unfolded protein response [GO:0030968]; negative regulation of protein kinase C signaling [GO:0090038]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell size [GO:0008361]; regulation of establishment of cell polarity [GO:2000114]; regulation of multicellular organism growth [GO:0040014]
O61708	unreviewed	
P10986	reviewed	actin cytoskeleton organization [GO:0030036]
P19826	reviewed	cell adhesion [GO:0007155]; cytoskeletal anchoring at plasma membrane [GO:0007016]; positive regulation of ovulation [GO:0060279]
P34420	reviewed	
P34552	reviewed	endocytic recycling [GO:0032456]; endosome organization [GO:0007032]; protein localization to organelle [GO:0033365]; regulation of protein catabolic process [GO:0042176]
P39055	reviewed	embryo development ending in birth or egg hatching [GO:0009792]; endocytosis [GO:0006897]; locomotion [GO:0040011]; phagosome maturation involved in apoptotic cell clearance [GO:0090386]; positive regulation of necrotic cell death [GO:0010940]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of synapse structure or activity [GO:0050803]; synaptic vesicle budding from presynaptic endocytic zone membrane [GO:0016185]
Q09345	reviewed	mRNA polyadenylation [GO:0006378]; termination of RNA polymerase II transcription [GO:0006369]
Q09442	reviewed	mRNA splicing, via spliceosome [GO:0000398]
Q09994	reviewed	actomyosin contractile ring assembly [GO:0000915]; cortical cytoskeleton organization [GO:0030865]; embryo development ending in birth or egg hatching [GO:0009792]; gonad development [GO:0008406]; mitotic cytokinesis [GO:0000281]; multicellular organism reproduction [GO:0032504]; oogenesis [GO:0048477]; ovulation [GO:0030728]; protein localization to mitotic actomyosin contractile ring [GO:1904498]; septin ring organization [GO:0031106]; syncytium formation [GO:0006949]
Q17350	unreviewed	
Q18529	unreviewed	chitin metabolic process [GO:0006030]
Q18605	unreviewed	
Q19994	unreviewed	
Q20330	unreviewed	
Q21648	unreviewed	
Q7JP60	unreviewed	positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]
Q86D09	unreviewed	extracellular matrix organization [GO:0030198]
Q8MQE6	unreviewed	actin cortical patch assembly [GO:0000147]; actin cortical patch localization [GO:0051666]; actin filament-based movement [GO:0030048]; embryonic ectodermal digestive tract morphogenesis [GO:0048613]; endocytosis [GO:0006897]; epithelial cell migration [GO:0010631]; microvillus organization [GO:0032528]; morphogenesis of embryonic epithelium [GO:0016331]; positive regulation of actin nucleation [GO:0051127]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; positive regulation of oviposition [GO:1901046]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; regulation of protein stability [GO:0031647]
Q94246	unreviewed	chromatin remodeling [GO:0006338]
Q95XW7	unreviewed	
Q95YA5	unreviewed	inner dynein arm assembly [GO:0036159]
Q95YA9	unreviewed	actin polymerization or depolymerization [GO:0008154]; cell morphogenesis [GO:0000902]; establishment or maintenance of cell polarity [GO:0007163]; regulation of adenylate cyclase activity [GO:0045761]
Q9N366	unreviewed	
Q9U370	unreviewed	
Q9UA61	unreviewed	
Q9XZI6	reviewed	clathrin coat assembly [GO:0048268]; locomotion [GO:0040011]; positive regulation of necrotic cell death [GO:0010940]; post-embryonic development [GO:0009791]; protein localization to postsynaptic membrane [GO:1903539]; receptor-mediated endocytosis [GO:0006898]; regulation of receptor localization to synapse [GO:1902683]; synaptic vesicle endocytosis [GO:0048488]; ubiquitin-dependent protein catabolic process [GO:0006511]
W6SBC7	unreviewed	protein ubiquitination [GO:0016567]
W6SBJ9	unreviewed	small GTPase mediated signal transduction [GO:0007264]
B1V8K4	unreviewed	
Q9XUS3	unreviewed	autophagy of mitochondrion [GO:0000422]; determination of adult lifespan [GO:0008340]; negative regulation of cell migration [GO:0030336]; negative regulation of engulfment of apoptotic cell [GO:1901075]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; response to toxic substance [GO:0009636]; ubiquitin-dependent protein catabolic process [GO:0006511]
B3GWA1	unreviewed	
G5EFS1	unreviewed	defense response to Gram-negative bacterium [GO:0050829]; signal transduction [GO:0007165]
O45577	unreviewed	pre-mRNA cleavage required for polyadenylation [GO:0098789]
Q19951	reviewed	nematode larval development [GO:0002119]; protein import into peroxisome matrix, docking [GO:0016560]
Q6AHQ8	unreviewed	cytoskeleton organization [GO:0007010]; endocytic recycling [GO:0032456]; plasma membrane tubulation [GO:0097320]
Q965J0	unreviewed	regulation of Rho protein signal transduction [GO:0035023]
Q9XWH5	unreviewed	
B3WFT8	unreviewed	
P36573	reviewed	
Q17539	unreviewed	
Q9N359	reviewed	multicellular organism development [GO:0007275]; oogenesis [GO:0048477]; proteolysis [GO:0006508]
B3WFU1	unreviewed	transcription, DNA-templated [GO:0006351]
P30625	reviewed	cGMP-mediated signaling [GO:0019934]; medium-term memory [GO:0072375]; negative regulation of oocyte maturation [GO:1900194]; negative regulation of protein kinase C signaling [GO:0090038]; regulation of establishment of cell polarity [GO:2000114]
P41999	reviewed	
B4E3X6	unreviewed	polyamine biosynthetic process [GO:0006596]; spermidine biosynthetic process [GO:0008295]
G5ECG5	unreviewed	intermediate filament cytoskeleton organization [GO:0045104]; wound healing [GO:0042060]
B5U8M3	unreviewed	nematode male tail tip morphogenesis [GO:0045138]; positive regulation of mesodermal cell fate specification [GO:0048337]; positive regulation of multicellular organism growth [GO:0040018]; regulation of mesodermal cell fate specification [GO:0042661]; transforming growth factor beta receptor signaling pathway [GO:0007179]
